dt,country,terrorism_insurgency,war_military_conflict,regional_disintegration,financial_sanctions,trade_disputes,cyber_warfare,energy_resource_conflicts,global_governance,nuclear_proliferation,territorial_disputes,other,TOTAL
01/11/2000,ES,0.268096515,0.038299502,0.153198008,0.191497511,1.110685561,0,1.378782076,0.536193029,0,0.076599004,1.187284565,4.940635772
01/12/2000,ES,0.087298123,0,0.349192492,0.087298123,1.178524662,0,2.400698385,0.480139677,0.087298123,0.043649062,1.091226539,5.805325186
01/01/2001,ES,0.183891136,0.257447591,0.183891136,0.257447591,1.36079441,0.073556455,1.581463773,0.772342773,0.036778227,0.036778227,0.845899228,5.590290548
01/02/2001,ES,0.092850511,0.185701021,0.278551532,0.278551532,1.238006809,0,0.711853915,1.083255958,0.06190034,0,1.207056639,5.137728258
01/03/2001,ES,0.235294118,0.117647059,0.029411765,0,1.264705882,0,1.294117647,0.852941176,0.058823529,0.176470588,0.852941176,4.882352941
01/04/2001,ES,0.069856794,0.314355571,0.244498778,0.209570381,3.03877052,0,0.908138316,1.292350681,0,0,0.908138316,6.985679357
01/05/2001,ES,0.249643367,0.142653352,0.891583452,0.071326676,1.212553495,0.035663338,0.998573466,1.355206847,0.035663338,0.106990014,0.855920114,5.955777461
01/06/2001,ES,0.178380307,0.24973243,0.963253657,0.071352123,0.927577595,0,1.32001427,0.713521227,0.035676061,0.035676061,0.749197289,5.24438102
01/07/2001,ES,0,0.211789622,0.494175785,0.211789622,1.482527356,0,1.058948112,1.094246382,0.070596541,0.070596541,1.235439463,5.930109425
01/08/2001,ES,0.049285362,0.295712173,0.394282898,0.147856087,0.689995071,0,0.492853622,2.217841301,0,0,0.344997536,4.632824051
01/09/2001,ES,15.42202154,0.416811393,0.104202848,0.104202848,0.729419937,0.034734283,1.180965613,0.590482807,0,0.104202848,1.458839875,20.14588399
01/10/2001,ES,11.02941177,1.203208556,0.10026738,0.10026738,1.203208556,0.03342246,1.470588235,0.802139037,0.03342246,0,3.643048128,19.61898396
01/11/2001,ES,4.325699746,0.922391858,0.477099237,0.095419847,2.131043257,0,2.353689567,1.240458015,0.031806616,0.031806616,2.25826972,13.86768448
01/12/2001,ES,1.700208189,0.485773768,0.93684941,0.138792505,0.485773768,0,1.630811936,2.463566967,0.034698126,0.138792505,1.353226926,9.368494101
01/01/2002,ES,0.711193568,0.154607297,1.360544218,0.030921459,1.175015461,0,0.803957947,2.659245516,0,0.030921459,2.41187384,9.338280767
01/02/2002,ES,0.868935554,0.289645185,0.579290369,0.144822592,0.687907314,0,0.687907314,2.063721941,0.036205648,0.253439537,1.774076756,7.385952209
01/03/2002,ES,0.641509434,0.41509434,0.452830189,0.075471698,2.981132075,0,1.660377358,2.037735849,0.075471698,0.150943396,1.698113208,10.18867925
01/04/2002,ES,0.598991173,0.441361917,0.189155107,0.063051702,0.819672131,0,2.36443884,1.103404792,0,0.063051702,1.292559899,6.935687264
01/05/2002,ES,0.546946217,0.303859009,0.303859009,0.273473108,2.278942571,0,1.002734731,1.367365542,0.060771802,0,1.428137344,7.566089335
01/06/2002,ES,1.002911679,0.258815917,0.355871886,0.129407959,1.132319638,0,0.87350372,2.038175348,0.064703979,0.064703979,1.423487544,7.34390165
01/07/2002,ES,0.643849543,0.237207726,0.16943409,0,0.813283633,0,0.745509997,1.186038631,0.033886818,0.203320908,1.491019993,5.523551339
01/08/2002,ES,1.072761194,0.699626866,0.186567164,0.279850746,1.958955224,0,0.839552239,3.264925373,0.093283582,0.233208955,1.819029851,10.44776119
01/09/2002,ES,2.027516293,3.294713975,0.072411296,0,1.158580739,0.072411296,2.82404055,1.339608979,0.108616944,0.036205648,3.729181752,14.66328747
01/10/2002,ES,0.710833096,1.137332954,0.909866363,0.028433324,0.852999716,0.056866648,0.824566392,1.023599659,0.113733295,0,3.042365653,8.7005971
01/11/2002,ES,0.41747843,1.113275814,0.111327581,0.055663791,1.057612023,0,0.918452547,1.809073198,0.111327581,0.166991372,2.616198163,8.377400501
01/12/2002,ES,0.499687695,1.936289819,0.499687695,0.093691443,0.936914428,0,3.060587133,0.749531543,0.374765771,0.249843848,2.904434728,11.3054341
01/01/2003,ES,0.276625173,4.529737206,0.172890733,0.172890733,0.760719225,0.172890733,2.316735823,1.313969571,0.276625173,0.10373444,3.146611342,13.24343015
01/02/2003,ES,0.577589526,9.27993839,0.154023874,0.077011937,0.577589526,0.038505968,2.579899884,0.50057759,0.231035811,0,4.736234116,18.75240662
01/03/2003,ES,0.638870208,14.18964358,0.201748487,0.033624748,0.470746469,0.033624748,2.723604573,0.235373235,0.067249496,0.033624748,3.597848016,22.22595831
01/04/2003,ES,0.197005516,10.36249015,0.157604413,0.236406619,0.788022065,0,2.364066194,0.709219858,0.039401103,0,5.24034673,20.09456265
01/05/2003,ES,0.436161776,2.775574941,0.396510706,0.158604282,1.189532117,0.039651071,1.38778747,0.396510706,0.079302141,0,4.401268834,11.26090404
01/06/2003,ES,0.039308176,0.550314465,0.943396226,0.039308176,1.375786164,0,0.943396226,0.786163522,0.039308176,0.039308176,2.712264151,7.468553459
01/07/2003,ES,0.082169269,0.862777321,0.041084634,0.123253903,0.986031224,0,0.903861956,0.328677075,0.041084634,0,2.465078061,5.834018077
01/08/2003,ES,0.940265487,1.272123894,0.110619469,0,0.940265487,0.055309735,1.382743363,0.387168142,0.055309735,0,3.705752212,8.849557522
01/09/2003,ES,0.297492563,0.552486188,0.467488313,0.3399915,2.422439439,0,1.062473438,2.124946876,0.084997875,0.042498938,2.252443689,9.647258819
01/10/2003,ES,0.222882615,0.668647845,0.111441308,0.631500743,1.114413076,0,1.671619614,0.631500743,0.14858841,0.111441308,1.708766716,7.020802377
01/11/2003,ES,0.783392088,0.274187231,0.391696044,0.62671367,3.329416373,0.039169604,1.25342734,1.057579318,0.117508813,0,2.193497846,10.06658833
01/12/2003,ES,0.695652174,0.956521739,0.304347826,0.391304348,2.304347826,0,1.434782609,0.695652174,0.130434783,0.086956522,2.260869565,9.260869565
01/01/2004,ES,1.02207686,0.531479967,0.245298446,0.122649223,1.349141455,0,0.899427637,0.817661488,0.122649223,0,2.248569092,7.358953393
01/02/2004,ES,0.24691358,0.452674897,0.24691358,0.205761317,1.399176955,0,1.111111111,1.028806584,0.164609053,0.082304527,1.646090535,6.58436214
01/03/2004,ES,2.702702703,0.540540541,0,0.077220077,1.081081081,0,1.312741313,1.698841699,0,0,1.930501931,9.343629344
01/04/2004,ES,1.023890785,0.469283276,0.298634812,0,1.151877133,0,1.706484642,1.109215017,0.127986348,0.042662116,2.133105802,8.063139932
01/05/2004,ES,0.444938821,0.593251761,0.14831294,0.22246941,1.483129403,0.037078235,4.708935855,0.704486466,0,0.037078235,2.187615869,10.567297
01/06/2004,ES,0.405305822,0.442151805,0.110537951,0.110537951,0.994841562,0,2.873986735,0.552689757,0.036845984,0,1.879145173,7.406042741
01/07/2004,ES,0.399419027,0.108932462,0.181554103,0.435729847,0.980392157,0.036310821,2.650689906,0.363108206,0.036310821,0,1.597676107,6.790123457
01/08/2004,ES,0.458248473,0.712830957,0,0.254582485,1.323828921,0,7.586558045,0.254582485,0,0.101832994,1.934826884,12.62729124
01/09/2004,ES,0.271528317,0.271528317,0.232738557,0.387897595,0.969743988,0,2.404965089,0.81458495,0,0,1.861908456,7.214895268
01/10/2004,ES,0.071942446,0.395683453,0,0.35971223,1.474820144,0,2.697841727,0.467625899,0,0.071942446,1.90647482,7.446043165
01/11/2004,ES,0,0.32,0.096,0.576,1.856,0,1.216,0.544,0.096,0,2.272,6.976
01/12/2004,ES,0.107913669,0.287769784,0.287769784,0.215827338,1.54676259,0,2.302158273,0.539568345,0,0.035971223,1.330935252,6.654676259
01/01/2005,ES,0.151343171,0.151343171,0.075671585,0.075671585,1.740446462,0,1.28641695,0.832387439,0.037835793,0.113507378,0.983730609,5.448354143
01/02/2005,ES,0.216216216,0.576576577,0.144144144,0.036036036,0.612612613,0.036036036,0.720720721,0.252252252,0.036036036,0.108108108,1.189189189,3.927927928
01/03/2005,ES,0.095785441,0.574712644,0.319284802,0.095785441,1.181353768,0,2.043422733,0.670498084,0.06385696,0.127713921,1.181353768,6.353767561
01/04/2005,ES,0.066533599,0.365934797,0.332667997,0.099800399,2.162341983,0,1.363938789,0.266134398,0,0.066533599,1.031270792,5.755156354
01/05/2005,ES,0.217797138,0.155569384,0.87118855,0,2.644679527,0,1.057871811,0.435594275,0.09334163,0.031113877,0.77784692,6.285003111
01/06/2005,ES,0.131233596,0.065616798,1.24671916,0.032808399,1.804461942,0,2.034120735,1.279527559,0.065616798,0.065616798,0.885826772,7.611548556
01/07/2005,ES,1.115813775,0.192381685,0.153905348,0.076952674,1.500577145,0,1.192766449,0.461716045,0.076952674,0.076952674,1.577529819,6.425548288
01/08/2005,ES,0.109950522,0.109950522,0.109950522,0.109950522,3.628367235,0,3.023639362,0.164925783,0.219901045,0.329851567,1.319406267,9.125893348
01/09/2005,ES,0.20826102,0.20826102,0.13884068,0,1.874349184,0,1.666088164,0.347101701,0,0,1.527247484,5.970149254
01/10/2005,ES,0.118017309,0.432730134,0.039339103,0.275373721,2.242328875,0,1.02281668,0.432730134,0.078678206,0,1.02281668,5.664830842
01/11/2005,ES,0.110172604,0.257069409,0.146896805,0,2.901211899,0,0.807932427,0.954829232,0.110172604,0.036724201,1.138450239,6.46345942
01/12/2005,ES,0.036350418,0.145401672,0.908760451,0,3.671392221,0,1.054162123,1.962922574,0.036350418,0.072700836,1.054162123,8.942202835
01/01/2006,ES,0.036429872,0.364298725,0.072859745,0.036429872,0.87431694,0,3.132969035,0.29143898,0.109289617,0,0.72859745,5.646630237
01/02/2006,ES,0.232867598,0.365934797,0.0332668,0.232867598,1.29740519,0,2.594810379,0.166333999,0.432468397,0.0332668,0.798403194,6.18762475
01/03/2006,ES,0.227337312,0.170502984,0.255754476,0.056834328,1.591361182,0,4.035237283,0.255754476,0.170502984,0.056834328,0.682011935,7.502131287
01/04/2006,ES,0.09733939,0.064892927,0.064892927,0.064892927,1.16807268,0,3.277092797,0.19467878,0.454250487,0.09733939,0.940947437,6.42439974
01/05/2006,ES,0.204678363,0.116959064,0.087719298,0.029239766,1.081871345,0.029239766,4.941520468,0.116959064,0.175438596,0,0.555555556,7.339181287
01/06/2006,ES,0.209017617,0.328456256,0.059719319,0.02985966,0.925649448,0.059719319,1.761719916,0.179157958,0.209017617,0.02985966,0.77635115,4.568527919
01/07/2006,ES,0.093837973,0.469189865,0.093837973,0,1.657804191,0,2.908977166,0.312793244,0.187675946,0.218955271,0.71942446,6.66249609
01/08/2006,ES,1.042100875,0.41684035,0,0.25010421,0.91704877,0.041684035,4.251771571,0.125052105,0.16673614,0.08336807,0.625260525,7.919966653
01/09/2006,ES,0.239479986,0.273691413,0.034211427,0.10263428,0.684228532,0,3.421142662,0.410537119,0.20526856,0.068422853,0.615805679,6.055422511
01/10/2006,ES,0.269622528,0.23966447,0.089874176,0.119832235,0.808867585,0,2.396644697,0.389454763,0.329538646,0.029958059,0.689035351,5.36249251
01/11/2006,ES,0.118518519,0.118518519,0.059259259,0.02962963,1.096296296,0.02962963,1.807407407,0.385185185,0.177777778,0.118518519,0.82962963,4.77037037
01/12/2006,ES,0.150015002,0.210021002,0.120012001,0.120012001,0.540054005,0,1.890189019,0.300030003,0.150015002,0.030003,0.540054005,4.050405041
01/01/2007,ES,0.179694519,0.329439952,0.149745433,0.059898173,0.77867625,0,2.815214136,0.269541779,0.119796346,0.059898173,0.808625337,5.570530099
01/02/2007,ES,0.155617803,0.466853408,0.062247121,0.062247121,0.466853408,0,2.209772798,0.124494242,0.093370682,0.186741363,0.778089013,4.606286959
01/03/2007,ES,0.128205128,0.153846154,0.102564103,0.128205128,0.512820513,0,2.051282051,0.205128205,0.179487179,0.051282051,0.717948718,4.230769231
01/04/2007,ES,0.125470514,0.156838143,0.094102886,0.031367629,0.690087829,0,1.317440402,0.2195734,0.094102886,0.156838143,0.815558344,3.701380176
01/05/2007,ES,0.14208582,0.28417164,0.028417164,0.028417164,0.596760443,0,0.966183575,0.824097755,0.198920148,0.113668656,0.454674623,3.637396988
01/06/2007,ES,0.079872204,0.425985091,0.053248136,0.106496273,0.559105431,0,0.931842386,0.532481363,0.106496273,0,0.425985091,3.221512247
01/07/2007,ES,0.281214848,0.168728909,0,0.140607424,0.618672666,0,1.152980877,0.309336333,0.140607424,0,0.421822272,3.233970754
01/08/2007,ES,0.159680639,0.359281437,0.159680639,0.079840319,1.117764471,0.079840319,0.838323353,0.119760479,0,0.119760479,0.918163673,3.952095808
01/09/2007,ES,0.174266628,0.203311066,0.058088876,0.029044438,0.464711008,0,2.149288411,0.232355504,0.058088876,0,0.697066512,4.066221319
01/10/2007,ES,0.122339124,0.293613898,0.04893565,0.171274774,0.61169562,0,1.517005138,0.220210423,0.122339124,0.097871299,0.734034744,3.939319794
01/11/2007,ES,0.074664012,0.199104032,0.099552016,0.12444002,0.398208064,0,1.567944251,0.348432056,0.099552016,0.024888004,0.671976108,3.608760577
01/12/2007,ES,0.060496068,0.090744102,0.120992136,0.090744102,0.423472474,0,1.240169389,0.39322444,0.151240169,0.090744102,0.483968542,3.145795523
01/01/2008,ES,0,0.221448909,0,0.031635558,0.253084467,0,1.012337868,0.284720025,0,0,0.695982284,2.499209111
01/02/2008,ES,0.148676777,0.089206066,0.178412132,0.089206066,0.297353553,0,1.070472792,0.267618198,0,0,0.594707107,2.735652691
01/03/2008,ES,0.092707046,0.185414091,0.061804697,0.123609394,0.309023486,0,1.174289246,0.247218789,0.061804697,0.123609394,0.741656366,3.121137206
01/04/2008,ES,0.081256771,0.297941495,0.135427952,0.054171181,0.352112676,0,1.002166847,0.108342362,0,0.081256771,0.622968581,2.735644637
01/05/2008,ES,0.054719562,0.136798906,0.082079343,0.027359781,0.683994528,0,1.723666211,0.082079343,0,0.082079343,1.039671683,3.9124487
01/06/2008,ES,0.024697456,0.222277105,0.024697456,0.197579649,0.271672018,0,1.877006668,0.296369474,0.123487281,0.024697456,0.864410966,3.92689553
01/07/2008,ES,0.055975371,0.167926113,0.055975371,0,0.67170445,0,2.32297789,0.223901483,0.139938427,0,0.587741394,4.226140498
01/08/2008,ES,0,0.201775626,0.201775626,0.322841001,0.524616626,0,1.735270379,0.201775626,0.1614205,0.08071025,0.605326877,4.03551251
01/09/2008,ES,0.340618791,0.227079194,0.170309395,0.198694295,0.340618791,0,1.362475163,0.340618791,0.028384899,0.028384899,1.419244962,4.45642918
01/10/2008,ES,0.047653086,0.095306171,0.285918513,0.333571599,0.119132714,0.023826543,0.69096974,2.120562306,0.071479628,0.023826543,1.405766023,5.218012866
01/11/2008,ES,0.10607266,0.026518165,0.185627155,0.132590825,0.477326969,0,2.625298329,0.901617608,0.026518165,0.026518165,0.901617608,5.409705648
01/12/2008,ES,0.159235669,0.127388535,0.159235669,0.063694268,0.159235669,0.031847134,1.974522293,0.414012739,0.031847134,0,1.082802548,4.203821656
01/01/2009,ES,0.064536947,0.387221684,0.225879316,0.064536947,0.419490158,0,3.162310423,0.25814779,0,0.096805421,0.484027106,5.162955792
01/02/2009,ES,0.030175015,0.181050091,0.392275196,0.06035003,0.573325287,0,0.512975256,0.392275196,0.06035003,0.06035003,0.573325287,2.836451418
01/03/2009,ES,0.029886432,0.149432158,0.508069337,0.179318589,0.5678422,0,1.075911536,0.866706515,0.119545726,0.029886432,0.836820084,4.363419008
01/04/2009,ES,0.19795447,0.065984823,0.230946882,0.164962059,0.494886176,0.032992412,0.296931706,0.725833058,0.065984823,0.065984823,0.164962059,2.507423293
01/05/2009,ES,0.029188558,0.058377116,0.116754232,0.029188558,0.262697023,0,0.729713952,0.14594279,0.087565674,0,0.467016929,1.926444834
01/06/2009,ES,0,0.116686114,0.116686114,0,0.320886814,0,0.2042007,0.350058343,0.087514586,0.087514586,0.525087515,1.808634772
01/07/2009,ES,0.057504313,0.172512938,0.316273721,0.172512938,0.431282346,0.028752156,1.035077631,0.661299597,0.057504313,0.201265095,0.517538815,3.651523864
01/08/2009,ES,0.172413793,0.215517241,0.086206897,0.086206897,0.25862069,0.043103448,1.077586207,0.25862069,0.086206897,0,0.560344828,2.844827586
01/09/2009,ES,0.142571999,0.456230396,0.285143998,0.114057599,0.741374394,0,0.399201597,0.541773596,0.456230396,0.0285144,0.598802395,3.76390077
01/10/2009,ES,0.267737617,0.240963855,0.080321285,0.026773762,0.401606426,0.026773762,0.615796519,0.428380187,0.294511379,0,0.589022758,2.97188755
01/11/2009,ES,0.287356322,0.13061651,0.208986416,0.104493208,0.496342738,0,0.888192268,0.339602926,0.13061651,0.078369906,0.417972832,3.082549634
01/12/2009,ES,0.262697023,0.14594279,0.525394046,0.175131349,0.554582604,0.058377116,0.496205487,0.291885581,0.058377116,0.058377116,0.583771162,3.210741389
01/01/2010,ES,0.242644829,0.181983621,0.697603882,0.272975432,0.242644829,0.515620261,0.212314225,0.758265089,0,0.030330604,0.788595693,3.942978465
01/02/2010,ES,0.142775557,0.256996002,3.055396916,0.085665334,0.371216448,0.114220445,0.342661336,0.399771559,0.171330668,0.228440891,1.199314677,6.367789834
01/03/2010,ES,0.060441221,0.181323663,3.082502267,0.03022061,0.513750378,0.181323663,0.271985494,0.725294651,0.03022061,0.120882442,0.725294651,5.923239649
01/04/2010,ES,0.198491465,0.238189758,4.684398571,0.039698293,0.436681223,0.039698293,0.357284637,0.476379516,0.119094879,0.198491465,0.714569274,7.502977372
01/05/2010,ES,0.053777897,0.134444743,3.872008604,0.053777897,0.349556332,0,0.322667384,1.156224792,0.18822264,0,1.236891638,7.367571928
01/06/2010,ES,0.026809651,0.107238606,0.884718499,0.18766756,0.482573727,0,0.643431635,0.965147453,0.080428954,0.053619303,1.045576408,4.477211796
01/07/2010,ES,0.078308536,0.078308536,0.313234143,0.195771339,0.509005482,0.039154268,0.35238841,0.548159749,0,0.156617071,0.509005482,2.779953015
01/08/2010,ES,0.270709258,0.32485111,0.32485111,0.162425555,0.433134813,0.487276665,0.595560368,0.378992962,0.270709258,0.108283703,0.812127775,4.168922577
01/09/2010,ES,0.123558484,0.164744646,0.411861614,0.247116969,0.370675453,0.041186161,0.535420099,0.782537068,0.041186161,0.164744646,0.823723229,3.70675453
01/10/2010,ES,0.104931794,0.209863589,0.393494229,0.104931794,1.573976915,0.078698846,1.049317943,0.786988458,0.104931794,0.026232949,0.419727177,4.853095488
01/11/2010,ES,0.102774923,0.239808153,3.734155533,0.137033231,1.062007537,0.068516615,0.479616307,1.336073998,0.205549846,0.102774923,0.822199383,8.290510449
01/12/2010,ES,0,0.095177665,2.823604061,0.317258883,0.444162437,0.095177665,0.475888325,1.078680203,0.222081218,0.031725888,0.95177665,6.535532995
01/01/2011,ES,0.190174326,0.221870048,1.743264659,0.221870048,0.919175911,0.126782884,0.348652932,1.553090333,0.063391442,0.063391442,1.045958796,6.497622821
01/02/2011,ES,0.032808399,0.131233596,0.754593176,0.065616798,0.295275591,0.164041995,2.165354331,0.885826772,0,0.065616798,0.853018373,5.413385827
01/03/2011,ES,0.035137034,0.491918482,1.159522136,0.386507379,0.31623331,0.035137034,1.967673928,0.94869993,1.054111033,0.035137034,2.108222066,8.538299368
01/04/2011,ES,0.04180602,0.2090301,1.839464883,0.16722408,0.501672241,0,0.836120401,1.086956522,0.752508361,0,1.463210702,6.897993311
01/05/2011,ES,0.09199632,0.18399264,3.633854646,0,0.367985281,0.09199632,0.551977921,0.735970561,0.04599816,0,0.919963201,6.623735051
01/06/2011,ES,0,0.221827862,4.968944099,0.177462289,0.354924579,0.310559006,0.709849157,0.310559006,0.177462289,0.266193434,1.109139308,8.606921029
01/07/2011,ES,0.081400081,0.081400081,5.006105006,0.081400081,0.081400081,0.040700041,0.447700448,0.284900285,0,0,1.098901099,7.203907204
01/08/2011,ES,0,0.055493896,3.71809101,0.166481687,0.332963374,0,0.721420644,0.721420644,0.055493896,0.110987791,1.331853496,7.214206437
01/09/2011,ES,0,0.162535555,3.982121089,0.081267777,0.284437221,0,0.568874441,1.21901666,0.081267777,0.040633889,0.812677773,7.232832182
01/10/2011,ES,0.038037277,0.304298212,4.868771396,0.076074553,0.608596424,0.038037277,0.228223659,1.825789273,0,0.038037277,1.179155572,9.205020921
01/11/2011,ES,0,0.078926598,7.221783741,0.039463299,0.43409629,0,0.552486188,1.657458564,0.039463299,0,1.104972376,11.12865036
01/12/2011,ES,0.039016777,0.117050332,4.642996488,0.117050332,0.663285213,0.039016777,0.390167772,1.755754975,0.039016777,0.078033554,0.897385876,8.778774873
01/01/2012,ES,0.034578147,0.034578147,2.869986169,0.10373444,0.414937759,0.034578147,0.484094053,1.071922545,0.034578147,0.069156293,0.968188105,6.12033195
01/02/2012,ES,0,0.14040014,3.43980344,0.14040014,0.280800281,0.035100035,0.526500527,0.456300456,0.035100035,0.07020007,0.491400491,5.616005616
01/03/2012,ES,0.032102729,0.064205457,1.701444623,0.096308186,0.417335474,0,0.930979133,0.866773676,0.192616372,0.064205457,0.674157303,5.040128411
01/04/2012,ES,0.038491147,0.038491147,1.116243264,0.153964588,2.193995381,0.038491147,3.541185527,1.154734411,0,0.038491147,1.116243264,9.430331024
01/05/2012,ES,0.031655587,0.063311174,3.070591959,0.189933523,0.633111744,0,1.044634378,0.949667616,0.031655587,0.031655587,0.918012029,6.964229186
01/06/2012,ES,0.103163686,0.034387895,7.737276479,0.412654746,0.343878955,0,0.343878955,4.917469051,0.034387895,0,1.237964237,15.1650619
01/07/2012,ES,0,0.109369304,4.301859278,0.182282173,0.328107911,0.036456435,0.364564346,2.515493985,0,0.036456435,1.130149471,9.004739336
01/08/2012,ES,0.235183443,0.235183443,4.703668862,0.376293509,0.517403575,0,0.611476952,2.257761054,0.141110066,0,1.222953904,10.30103481
01/09/2012,ES,0.076335878,0.076335878,3.969465649,0.114503817,0.648854962,0,0.34351145,2.519083969,0.038167939,0.152671756,0.839694656,8.778625954
01/10/2012,ES,0,0.230237913,3.261703761,0.230237913,0.49884881,0.076745971,0.345356869,2.532617038,0.076745971,0,0.690713738,7.943207982
01/11/2012,ES,0.039840637,0.199203187,3.585657371,0.079681275,0.278884462,0,0.239043825,0.756972112,0,0.079681275,0.796812749,6.055776892
01/12/2012,ES,0,0.242033078,2.29931424,0.121016539,0.242033078,0.040338846,0.685760387,0.806776926,0.040338846,0.080677693,0.524405002,5.082694635
01/01/2013,ES,0.228920259,0.152613506,1.487981686,0,0.267073636,0,0.419687142,0.419687142,0.038153377,0.038153377,0.648607402,3.700877528
01/02/2013,ES,0,0.040306328,0.765820234,0.161225312,0.604594921,0.241837969,0.362756953,0.443369609,0,0.080612656,0.443369609,3.143893591
01/03/2013,ES,0.034734283,0.138937131,4.307051059,2.466134074,0.277874262,0,0.486279958,0.659951372,0,0.069468565,0.833622786,9.274053491
01/04/2013,ES,0.065919578,0.032959789,1.74686882,0.131839156,0.527356625,0.131839156,0.428477258,1.05471325,0.098879367,0,0.494396836,4.713249835
01/05/2013,ES,0.098071265,0.130761687,0.686498856,0.098071265,0.424975482,0.065380843,0.261523374,0.424975482,0,0.032690422,0.523046747,2.745995423
01/06/2013,ES,0.165782493,0.132625995,0.828912467,0.033156499,1.226790451,0.232095491,0.165782493,0.862068966,0,0,0.530503979,4.177718833
01/07/2013,ES,0,0.104748603,0.837988827,0,0.733240223,0.104748603,0.384078212,0.698324022,0,0,0.733240223,3.596368715
01/08/2013,ES,0.047869794,0.382958353,1.244614648,0.143609382,0.335088559,0.143609382,0.765916707,0.430828147,0.047869794,0.765916707,0.239348971,4.547630445
01/09/2013,ES,0.163398693,0.367647059,1.429738562,0.040849673,0.204248366,0.040849673,0.694444444,0.531045752,0,0.081699346,0.612745098,4.166666667
01/10/2013,ES,0.031036623,0.124146493,1.086281813,0.09310987,0.341402855,0.09310987,0.434512725,0.558659218,0,0,0.682805711,3.445065177
01/11/2013,ES,0.063051702,0,0.441361917,0.031525851,0.756620429,0.031525851,1.166456494,0.472887768,0.157629256,0.094577554,0.472887768,3.68852459
01/12/2013,ES,0.035637919,0.213827512,0.819672131,0.035637919,0.5702067,0.071275837,0.463292944,0.641482537,0,0.106913756,0.392017106,3.349964362
01/01/2014,ES,0,0.100066711,0.83388926,0.066711141,0.433622415,0.066711141,0.400266845,0.400266845,0.100066711,0.066711141,0.600400267,3.068712475
01/02/2014,ES,0.098489823,0.098489823,0.689428759,0.131319764,0.492449114,0.032829941,0.623768877,0.36112935,0,0.098489823,0.525279054,3.151674327
01/03/2014,ES,0.406758448,0.187734668,0.90738423,0.375469337,0.281602003,0,0.844806008,0.782227785,0.062578223,0.500625782,0.782227785,5.131414268
01/04/2014,ES,0.107411386,0.214822771,1.074113856,0.214822771,0.250626566,0.07160759,1.181525242,0.501253133,0,0.07160759,0.537056928,4.224847834
01/05/2014,ES,0.032206119,0.193236715,0.740740741,0.161030596,0.38647343,0.096618357,1.191626409,0.225442834,0.032206119,0.128824477,0.740740741,3.929146538
01/06/2014,ES,0.1447178,0.289435601,0.687409551,0.361794501,0.18089725,0,1.410998553,0.325615051,0,0.0723589,0.651230101,4.124457308
01/07/2014,ES,0.727146814,1.731301939,0.727146814,1.558171745,0.831024931,0.034626039,0.900277008,0.588642659,0,0.380886427,0.657894737,8.137119114
01/08/2014,ES,0.099601594,1.09561753,0.249003984,3.43625498,2.041832669,0.049800797,1.09561753,0.697211155,0,0.199203187,0.896414343,9.860557769
01/09/2014,ES,0.342759212,0.171379606,1.328191945,0.942587832,0.685518423,0,0.642673522,0.556983719,0,0.128534704,0.514138817,5.312767781
01/10/2014,ES,0.099933378,0.333111259,0.866089274,0.299800133,0.266489007,0,1.332445037,0.433044637,0,0.099933378,0.866089274,4.596935376
01/11/2014,ES,0.076190476,0.19047619,1.371428571,0.380952381,0.876190476,0,1.752380952,0.457142857,0.114285714,0.114285714,0.495238095,5.828571429
01/12/2014,ES,0.115651503,0.115651503,1.387818042,1.156515035,0.308404009,0.539707016,1.696222051,0.462606014,0,0.077101002,1.233616037,7.093292213
01/01/2015,ES,1.401120897,0.200160128,4.643714972,0.320256205,0.360288231,0,1.040832666,0.64051241,0,0.200160128,1.561248999,10.36829464
01/02/2015,ES,0.231035811,0.50057759,7.58567578,0.231035811,0.154023874,0.231035811,0.693107432,0.385059684,0,0,1.001155179,11.01270697
01/03/2015,ES,0.212765957,0.24822695,3.014184397,0.602836879,0.425531915,0,0.567375887,0.390070922,0,0,0.744680851,6.205673759
01/04/2015,ES,0.190912562,0.305460099,2.787323406,0.534555174,0.610920199,0.038182512,0.992745323,0.725467736,0.190912562,0.076365025,0.725467736,7.178312333
01/05/2015,ES,0.217485863,0.217485863,2.91431057,0.130491518,0.782949108,0.304480209,0.65245759,0.434971727,0,0.043497173,0.65245759,6.350587212
01/06/2015,ES,0.46253469,0.231267345,10.40703053,0.092506938,0.647548566,0,0.878815911,0.832562442,0,0.138760407,0.786308973,14.4773358
01/07/2015,ES,0.118017309,0.039339103,15.46026751,0.432730134,0.432730134,0,0.472069237,0.314712825,0.236034618,0.157356412,1.02281668,18.68607396
01/08/2015,ES,0.281690141,0.281690141,3.830985915,0.225352113,1.464788732,0.112676056,1.126760563,0.507042254,0.056338028,0.225352113,1.915492958,10.02816901
01/09/2015,ES,0,0.094562648,4.397163121,0.236406619,0.661938534,0.047281324,0.709219858,0.189125296,0.094562648,0.047281324,1.323877069,7.80141844
01/10/2015,ES,0.190403656,0.266565118,0.685453161,0.114242193,1.33282559,0.152322925,0.418888043,0.533130236,0.076161462,0.038080731,0.837776085,4.6458492
01/11/2015,ES,2.360308285,0.144508671,0.963391137,0.192678227,0.626204239,0.096339114,0.91522158,0.385356455,0.096339114,0.048169557,0.91522158,6.743737958
